,Model,Train,Question ID,Correct,Source,Topic,Labels,Case Study,Test Question,Num Choices,Num Correct,APDVS,CC1
874,gemini-2.0-flash-001,RAG_500,61,1,racs,aortic disorders,None,0,0,4,2,0,0
875,gemini-2.0-flash-001,RAG_500,36.1,0,case_studies,aortic disorders,None,1,0,5,2,0,0
876,gemini-2.0-flash-001,RAG_500,444,0,case_studies,venuous disease,None,0,1,4,3,0,0
877,gemini-2.0-flash-001,RAG_500,437,0,case_studies,aortic disorders,None,1,1,4,4,0,0
878,gemini-2.0-flash-001,RAG_500,27.6,0,case_studies,lower extremity arterial disease,None,1,1,6,5,0,0
879,gemini-2.0-flash-001,RAG_500,31.3,0,case_studies,aortic disorders,None,1,0,4,4,0,0
880,gemini-2.0-flash-001,RAG_500,26.1,1,case_studies,aortic disorders,None,1,0,6,1,0,1
881,gemini-2.0-flash-001,RAG_500,25.2,0,case_studies,lower extremity arterial disease,None,0,0,7,3,0,0
882,gemini-2.0-flash-001,RAG_500,423,0,case_studies,aortic disorders,None,0,0,4,4,0,0
883,gemini-2.0-flash-001,RAG_500,20.2,0,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
884,gemini-2.0-flash-001,RAG_500,15.2,0,case_studies,lower extremity arterial disease,None,0,0,5,2,0,0
885,gemini-2.0-flash-001,RAG_500,8a,0,apdvs,venuous disease, lq,1,0,4,1,1,1
886,gemini-2.0-flash-001,RAG_500,17.1,0,case_studies,lower extremity arterial disease,None,1,0,5,4,0,0
887,gemini-2.0-flash-001,RAG_500,43.4,0,case_studies,venuous disease,None,1,0,5,1,0,1
888,gemini-2.0-flash-001,RAG_500,50.9,0,case_studies,venuous disease,None,0,0,5,5,0,0
889,gemini-2.0-flash-001,RAG_500,21.4,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
890,gemini-2.0-flash-001,RAG_500,34.1,0,case_studies,carotid disorders,None,1,0,5,1,0,1
891,gemini-2.0-flash-001,RAG_500,34.3,1,case_studies,carotid disorders,None,1,0,4,1,0,1
892,gemini-2.0-flash-001,RAG_500,47,0,racs,venuous disease,None,0,0,4,2,0,0
893,gemini-2.0-flash-001,RAG_500,36.2,0,case_studies,carotid disorders,None,0,0,5,2,0,0
894,gemini-2.0-flash-001,RAG_500,405,0,apdvs,endovascular surgery,None,0,0,5,1,1,1
895,gemini-2.0-flash-001,RAG_500,38.4,0,case_studies,other,None,0,0,8,7,0,0
896,gemini-2.0-flash-001,RAG_500,39.5,1,case_studies,venuous disease,None,1,0,5,1,0,1
897,gemini-2.0-flash-001,RAG_500,40.4,0,case_studies,other,None,0,0,5,4,0,0
898,gemini-2.0-flash-001,RAG_500,57.2,0,case_studies,venuous disease,None,0,1,5,3,0,0
899,gemini-2.0-flash-001,RAG_500,57.3,0,case_studies,venuous disease,None,0,0,5,3,0,0
900,gemini-2.0-flash-001,RAG_500,373,1,apdvs,aortic disorders,None,1,0,5,1,1,1
901,gemini-2.0-flash-001,RAG_500,11a,1,apdvs,aortic disorders, lq,1,0,5,1,1,1
902,FreedomIntelligence/Apollo-0.5B,RAFT_500,6a,1,apdvs,carotid disorders, lq,1,1,5,1,1,1
903,FreedomIntelligence/Apollo-0.5B,RAFT_500,6b,1,apdvs,lower extremity arterial disease, sq,1,1,5,1,1,1
904,FreedomIntelligence/Apollo-0.5B,RAFT_500,4a,1,apdvs,lower extremity arterial disease, lq,1,1,4,1,1,1
905,FreedomIntelligence/Apollo-0.5B,RAFT_500,4b,1,apdvs,lower extremity arterial disease, sq,1,1,4,1,1,1
906,FreedomIntelligence/Apollo-0.5B,RAFT_500,401,1,apdvs,endovascular surgery,None,0,1,5,1,1,1
907,FreedomIntelligence/Apollo-0.5B,RAFT_500,382,0,apdvs,lower extremity arterial disease,None,1,1,4,1,1,1
908,FreedomIntelligence/Apollo-0.5B,RAFT_500,371,0,apdvs,carotid disorders,None,1,1,5,1,1,1
909,FreedomIntelligence/Apollo-0.5B,RAFT_500,386,0,apdvs,lower extremity arterial disease,None,1,1,5,1,1,1
910,FreedomIntelligence/Apollo-0.5B,RAFT_500,385,1,apdvs,lower extremity arterial disease,None,0,1,5,1,1,1
911,FreedomIntelligence/Apollo-0.5B,RAFT_500,378,0,apdvs,aortic disorders,None,0,1,5,1,1,1
912,FreedomIntelligence/Apollo-0.5B,RAFT_500,53,0,racs,other,None,0,1,4,4,0,0
913,FreedomIntelligence/Apollo-0.5B,RAFT_500,37,0,racs,lower extremity arterial disease,None,0,1,4,3,0,0
914,FreedomIntelligence/Apollo-0.5B,RAFT_500,25,0,racs,venuous disease,None,0,1,4,2,0,0
915,FreedomIntelligence/Apollo-0.5B,RAFT_500,21,0,racs,aortic disorders,None,0,1,4,1,0,1
916,FreedomIntelligence/Apollo-0.5B,RAFT_500,31,0,racs,other,None,0,1,4,3,0,0
917,FreedomIntelligence/Apollo-0.5B,RAFT_500,59,0,racs,carotid disorders,None,0,1,4,2,0,0
918,FreedomIntelligence/Apollo-0.5B,RAFT_500,13,0,racs,other,None,0,1,5,1,0,1
919,FreedomIntelligence/Apollo-0.5B,RAFT_500,12,0,racs,other,None,0,1,4,2,0,0
920,FreedomIntelligence/Apollo-0.5B,RAFT_500,27,0,racs,carotid disorders,None,0,1,4,4,0,0
921,FreedomIntelligence/Apollo-0.5B,RAFT_500,15,0,racs,other,None,0,1,4,3,0,0
922,FreedomIntelligence/Apollo-0.5B,RAFT_500,34,0,racs,other,None,0,1,4,2,0,0
923,FreedomIntelligence/Apollo-0.5B,RAFT_500,74,1,prep,other,None,1,1,4,1,0,1
924,FreedomIntelligence/Apollo-0.5B,RAFT_500,78,1,prep,venuous disease,None,1,1,4,1,0,1
925,FreedomIntelligence/Apollo-0.5B,RAFT_500,447,0,case_studies,lower extremity arterial disease,None,0,1,4,1,0,1
926,FreedomIntelligence/Apollo-0.5B,RAFT_500,413,1,case_studies,aortic disorders,None,1,1,5,1,0,1
927,FreedomIntelligence/Apollo-0.5B,RAFT_500,41.8,0,case_studies,aortic disorders,None,1,1,4,1,0,1
928,FreedomIntelligence/Apollo-0.5B,RAFT_500,17.5,0,case_studies,lower extremity arterial disease,None,1,1,5,1,0,1
929,FreedomIntelligence/Apollo-0.5B,RAFT_500,22.1,0,case_studies,lower extremity arterial disease,None,1,1,4,3,0,0
930,FreedomIntelligence/Apollo-0.5B,RAFT_500,18.2,0,case_studies,lower extremity arterial disease,None,1,1,4,2,0,0
931,FreedomIntelligence/Apollo-0.5B,RAFT_500,31.4,0,case_studies,aortic disorders,None,1,1,4,2,0,0
932,FreedomIntelligence/Apollo-0.5B,RAFT_500,40.5,0,case_studies,carotid disorders,None,1,1,5,3,0,0
933,FreedomIntelligence/Apollo-0.5B,RAFT_500,51.2,0,case_studies,venuous disease,None,0,1,5,1,0,1
934,FreedomIntelligence/Apollo-0.5B,RAFT_500,14.2,1,case_studies,lower extremity arterial disease,None,0,1,4,1,0,1
935,FreedomIntelligence/Apollo-0.5B,RAFT_500,37.2,1,case_studies,aortic disorders,None,1,1,4,1,0,1
936,FreedomIntelligence/Apollo-0.5B,RAFT_500,48.3,0,case_studies,aortic disorders,None,0,1,4,1,0,1
937,FreedomIntelligence/Apollo-0.5B,RAFT_500,28.2,0,case_studies,aortic disorders,None,0,1,5,3,0,0
938,FreedomIntelligence/Apollo-0.5B,RAFT_500,15.3,0,case_studies,aortic disorders,None,0,1,5,2,0,0
939,FreedomIntelligence/Apollo-0.5B,RAFT_500,53.4,0,case_studies,venuous disease,None,1,1,4,1,0,1
940,FreedomIntelligence/Apollo-0.5B,RAFT_500,53.5,0,case_studies,venuous disease,None,1,1,4,1,0,1
941,FreedomIntelligence/Apollo-0.5B,RAFT_500,48.7,0,case_studies,venuous disease,None,0,1,5,3,0,0
942,FreedomIntelligence/Apollo-0.5B,RAFT_500,47.2,0,case_studies,venuous disease,None,1,1,4,4,0,0
943,FreedomIntelligence/Apollo-0.5B,RAFT_500,30.4,0,case_studies,aortic disorders,None,0,1,5,2,0,0
944,FreedomIntelligence/Apollo-0.5B,RAFT_500,46.7,0,case_studies,venuous disease,None,0,1,5,1,0,1
945,FreedomIntelligence/Apollo-0.5B,RAFT_500,54.2,0,case_studies,venuous disease,None,1,1,4,2,0,0
946,FreedomIntelligence/Apollo-0.5B,RAFT_500,424,1,case_studies,aortic disorders,None,0,1,4,1,0,1
947,FreedomIntelligence/Apollo-0.5B,RAFT_500,49.4,0,case_studies,venuous disease,None,1,1,4,1,0,1
948,FreedomIntelligence/Apollo-0.5B,RAFT_500,37.3,1,case_studies,aortic disorders,None,1,1,4,1,0,1
949,FreedomIntelligence/Apollo-0.5B,RAFT_500,414,1,case_studies,aortic disorders,None,0,1,5,1,0,1
950,FreedomIntelligence/Apollo-0.5B,RAFT_500,50.ten,0,case_studies,venuous disease,None,0,1,5,1,0,1
951,FreedomIntelligence/Apollo-0.5B,RAFT_500,14.5,0,case_studies,lower extremity arterial disease,None,0,1,4,1,0,1
952,FreedomIntelligence/Apollo-0.5B,RAFT_500,34.5,0,case_studies,carotid disorders,None,1,1,2,1,0,1
953,FreedomIntelligence/Apollo-0.5B,RAFT_500,27.2,0,case_studies,other,None,0,1,4,1,0,1
954,FreedomIntelligence/Apollo-0.5B,RAFT_500,34.4,0,case_studies,carotid disorders,None,1,1,4,1,0,1
955,FreedomIntelligence/Apollo-0.5B,RAFT_500,39.2,0,case_studies,venuous disease,None,0,1,5,5,0,0
956,FreedomIntelligence/Apollo-0.5B,RAFT_500,437,0,case_studies,aortic disorders,None,1,1,4,4,0,0
957,FreedomIntelligence/Apollo-0.5B,RAFT_500,30.5,1,case_studies,aortic disorders,None,1,1,4,1,0,1
958,FreedomIntelligence/Apollo-0.5B,RAFT_500,444,0,case_studies,venuous disease,None,0,1,4,3,0,0
959,FreedomIntelligence/Apollo-0.5B,RAFT_500,27.4,1,case_studies,lower extremity arterial disease,None,0,1,4,3,0,0
960,FreedomIntelligence/Apollo-0.5B,RAFT_500,32.8,0,case_studies,aortic disorders,None,0,1,5,1,0,1
961,FreedomIntelligence/Apollo-0.5B,RAFT_500,36.5,0,case_studies,aortic disorders,None,0,1,3,2,0,0
962,FreedomIntelligence/Apollo-0.5B,RAFT_500,47.3,0,case_studies,venuous disease,None,1,1,4,4,0,0
963,FreedomIntelligence/Apollo-0.5B,RAFT_500,43.1,0,case_studies,aortic disorders,None,1,1,5,1,0,1
964,FreedomIntelligence/Apollo-0.5B,RAFT_500,410,1,case_studies,endovascular surgery,None,0,1,5,1,0,1
965,FreedomIntelligence/Apollo-0.5B,RAFT_500,38.9,0,case_studies,other,None,0,1,5,1,0,1
966,FreedomIntelligence/Apollo-0.5B,RAFT_500,54.7,0,case_studies,venuous disease,None,1,1,3,1,0,1
967,FreedomIntelligence/Apollo-0.5B,RAFT_500,56.ten,1,case_studies,venuous disease,None,1,1,5,1,0,1
968,FreedomIntelligence/Apollo-0.5B,RAFT_500,27.6,0,case_studies,lower extremity arterial disease,None,1,1,6,5,0,0
969,FreedomIntelligence/Apollo-0.5B,RAFT_500,36.4,0,case_studies,carotid disorders,None,0,1,3,1,0,1
970,FreedomIntelligence/Apollo-0.5B,RAFT_500,38.5,0,case_studies,other,None,0,1,4,1,0,1
971,FreedomIntelligence/Apollo-0.5B,RAFT_500,27.1,0,case_studies,lower extremity arterial disease,None,1,1,4,3,0,0
972,FreedomIntelligence/Apollo-0.5B,RAFT_500,57.2,0,case_studies,venuous disease,None,0,1,5,3,0,0
973,FreedomIntelligence/Apollo-0.5B,RAFT_500,42.4,0,case_studies,aortic disorders,None,0,1,5,1,0,1
974,FreedomIntelligence/Apollo-0.5B,RAFT_500,23.2,0,case_studies,lower extremity arterial disease,None,1,1,5,5,0,0
975,FreedomIntelligence/Apollo-0.5B,RAFT_500,50.5,0,case_studies,venuous disease,None,0,1,5,1,0,1
976,FreedomIntelligence/Apollo-0.5B,RAFT_500,16.7,0,case_studies,aortic disorders,None,0,1,5,2,0,0
977,FreedomIntelligence/Apollo-0.5B,RAFT_500,436,0,case_studies,aortic disorders,None,1,1,5,1,0,1
978,FreedomIntelligence/Apollo-0.5B,RAFT_500,15.7,0,case_studies,venuous disease,None,1,1,5,2,0,0
979,FreedomIntelligence/Apollo-0.5B,RAFT_500,24.2,0,case_studies,lower extremity arterial disease,None,0,1,5,5,0,0
980,FreedomIntelligence/Apollo-0.5B,RAFT_500,50.1,0,case_studies,venuous disease,None,0,1,5,1,0,1
981,FreedomIntelligence/Apollo-0.5B,RAFT_500,44.2,1,case_studies,lower extremity arterial disease,None,0,1,4,2,0,0
982,FreedomIntelligence/Apollo-0.5B,RAFT_500,48.9,0,case_studies,venuous disease,None,0,1,4,2,0,0
983,FreedomIntelligence/Apollo-0.5B,RAFT_500,24.1,0,case_studies,lower extremity arterial disease,None,0,1,5,2,0,0
984,FreedomIntelligence/Apollo-0.5B,RAFT_500,43.8,0,case_studies,venuous disease,None,1,1,5,1,0,1
985,FreedomIntelligence/Apollo-0.5B,RAFT_500,33.4,0,case_studies,venuous disease,None,0,1,4,2,0,0
986,FreedomIntelligence/Apollo-0.5B,RAFT_500,418,1,case_studies,aortic disorders,None,0,1,4,1,0,1
987,FreedomIntelligence/Apollo-0.5B,RAFT_500,19.2,0,case_studies,lower extremity arterial disease,None,1,1,5,1,0,1
988,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,6a,1,apdvs,carotid disorders, lq,1,1,5,1,1,1
989,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,6b,1,apdvs,lower extremity arterial disease, sq,1,1,5,1,1,1
990,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,4a,1,apdvs,lower extremity arterial disease, lq,1,1,4,1,1,1
991,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,4b,1,apdvs,lower extremity arterial disease, sq,1,1,4,1,1,1
992,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,401,1,apdvs,endovascular surgery,None,0,1,5,1,1,1
993,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,382,1,apdvs,lower extremity arterial disease,None,1,1,4,1,1,1
994,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,371,1,apdvs,carotid disorders,None,1,1,5,1,1,1
995,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,386,0,apdvs,lower extremity arterial disease,None,1,1,5,1,1,1
996,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,385,1,apdvs,lower extremity arterial disease,None,0,1,5,1,1,1
997,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,378,1,apdvs,aortic disorders,None,0,1,5,1,1,1
998,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,53,0,racs,other,None,0,1,4,4,0,0
999,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,37,0,racs,lower extremity arterial disease,None,0,1,4,3,0,0
1000,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,25,0,racs,venuous disease,None,0,1,4,2,0,0
1001,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,21,0,racs,aortic disorders,None,0,1,4,1,0,1
1002,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,31,0,racs,other,None,0,1,4,3,0,0
1003,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,59,0,racs,carotid disorders,None,0,1,4,2,0,0
1004,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,13,0,racs,other,None,0,1,5,1,0,1
1005,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,12,0,racs,other,None,0,1,4,2,0,0
1006,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,27,0,racs,carotid disorders,None,0,1,4,4,0,0
1007,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,15,0,racs,other,None,0,1,4,3,0,0
1008,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,34,0,racs,other,None,0,1,4,2,0,0
1009,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,74,1,prep,other,None,1,1,4,1,0,1
1010,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,78,1,prep,venuous disease,None,1,1,4,1,0,1
1011,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,447,1,case_studies,lower extremity arterial disease,None,0,1,4,1,0,1
1012,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,413,0,case_studies,aortic disorders,None,1,1,5,1,0,1
1013,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,41.8,0,case_studies,aortic disorders,None,1,1,4,1,0,1
1014,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,17.5,1,case_studies,lower extremity arterial disease,None,1,1,5,1,0,1
1015,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,22.1,0,case_studies,lower extremity arterial disease,None,1,1,4,3,0,0
1016,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,18.2,0,case_studies,lower extremity arterial disease,None,1,1,4,2,0,0
1017,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,31.4,0,case_studies,aortic disorders,None,1,1,4,2,0,0
1018,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,40.5,0,case_studies,carotid disorders,None,1,1,5,3,0,0
1019,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,51.2,0,case_studies,venuous disease,None,0,1,5,1,0,1
1020,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,14.2,0,case_studies,lower extremity arterial disease,None,0,1,4,1,0,1
1021,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,37.2,0,case_studies,aortic disorders,None,1,1,4,1,0,1
1022,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,48.3,1,case_studies,aortic disorders,None,0,1,4,1,0,1
1023,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,28.2,0,case_studies,aortic disorders,None,0,1,5,3,0,0
1024,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,15.3,0,case_studies,aortic disorders,None,0,1,5,2,0,0
1025,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,53.4,0,case_studies,venuous disease,None,1,1,4,1,0,1
1026,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,53.5,0,case_studies,venuous disease,None,1,1,4,1,0,1
1027,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,48.7,0,case_studies,venuous disease,None,0,1,5,3,0,0
1028,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,47.2,0,case_studies,venuous disease,None,1,1,4,4,0,0
1029,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,30.4,0,case_studies,aortic disorders,None,0,1,5,2,0,0
1030,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,46.7,0,case_studies,venuous disease,None,0,1,5,1,0,1
1031,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,54.2,0,case_studies,venuous disease,None,1,1,4,2,0,0
1032,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,424,0,case_studies,aortic disorders,None,0,1,4,1,0,1
1033,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,49.4,0,case_studies,venuous disease,None,1,1,4,1,0,1
1034,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,37.3,0,case_studies,aortic disorders,None,1,1,4,1,0,1
1035,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,414,0,case_studies,aortic disorders,None,0,1,5,1,0,1
1036,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,50.ten,0,case_studies,venuous disease,None,0,1,5,1,0,1
1037,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,14.5,0,case_studies,lower extremity arterial disease,None,0,1,4,1,0,1
1038,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,34.5,0,case_studies,carotid disorders,None,1,1,2,1,0,1
1039,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,27.2,1,case_studies,other,None,0,1,4,1,0,1
1040,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,34.4,0,case_studies,carotid disorders,None,1,1,4,1,0,1
1041,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,39.2,0,case_studies,venuous disease,None,0,1,5,5,0,0
1042,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,437,0,case_studies,aortic disorders,None,1,1,4,4,0,0
1043,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,30.5,0,case_studies,aortic disorders,None,1,1,4,1,0,1
1044,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,444,0,case_studies,venuous disease,None,0,1,4,3,0,0
1045,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,27.4,0,case_studies,lower extremity arterial disease,None,0,1,4,3,0,0
1046,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,32.8,0,case_studies,aortic disorders,None,0,1,5,1,0,1
1047,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,36.5,0,case_studies,aortic disorders,None,0,1,3,2,0,0
1048,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,47.3,0,case_studies,venuous disease,None,1,1,4,4,0,0
1049,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,43.1,0,case_studies,aortic disorders,None,1,1,5,1,0,1
1050,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,410,0,case_studies,endovascular surgery,None,0,1,5,1,0,1
1051,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,38.9,0,case_studies,other,None,0,1,5,1,0,1
1052,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,54.7,0,case_studies,venuous disease,None,1,1,3,1,0,1
1053,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,56.ten,0,case_studies,venuous disease,None,1,1,5,1,0,1
1054,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,27.6,0,case_studies,lower extremity arterial disease,None,1,1,6,5,0,0
1055,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,36.4,1,case_studies,carotid disorders,None,0,1,3,1,0,1
1056,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,38.5,1,case_studies,other,None,0,1,4,1,0,1
1057,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,27.1,0,case_studies,lower extremity arterial disease,None,1,1,4,3,0,0
1058,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,57.2,0,case_studies,venuous disease,None,0,1,5,3,0,0
1059,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,42.4,1,case_studies,aortic disorders,None,0,1,5,1,0,1
1060,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,23.2,0,case_studies,lower extremity arterial disease,None,1,1,5,5,0,0
1061,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,50.5,0,case_studies,venuous disease,None,0,1,5,1,0,1
1062,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,16.7,0,case_studies,aortic disorders,None,0,1,5,2,0,0
1063,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,436,0,case_studies,aortic disorders,None,1,1,5,1,0,1
1064,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,15.7,0,case_studies,venuous disease,None,1,1,5,2,0,0
1065,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,24.2,0,case_studies,lower extremity arterial disease,None,0,1,5,5,0,0
1066,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,50.1,0,case_studies,venuous disease,None,0,1,5,1,0,1
1067,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,44.2,0,case_studies,lower extremity arterial disease,None,0,1,4,2,0,0
1068,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,48.9,0,case_studies,venuous disease,None,0,1,4,2,0,0
1069,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,24.1,0,case_studies,lower extremity arterial disease,None,0,1,5,2,0,0
1070,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,43.8,0,case_studies,venuous disease,None,1,1,5,1,0,1
1071,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,33.4,0,case_studies,venuous disease,None,0,1,4,2,0,0
1072,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,418,0,case_studies,aortic disorders,None,0,1,4,1,0,1
1073,johnsnowlabs/JSL-MedPhi2-2.7B,RAFT_500,19.2,0,case_studies,lower extremity arterial disease,None,1,1,5,1,0,1
1074,skumar9/Llama-medx_v3.2,base,423,0,case_studies,aortic disorders,None,0,0,4,4,0,0
1075,skumar9/Llama-medx_v3.2,base,28.3,0,case_studies,aortic disorders,None,1,0,4,4,0,0
1076,skumar9/Llama-medx_v3.2,base,56.8,1,case_studies,venuous disease,None,1,0,5,1,0,1
1077,skumar9/Llama-medx_v3.2,base,75,0,prep,other,None,1,0,4,1,0,1
1078,skumar9/Llama-medx_v3.2,base,30.5,1,case_studies,aortic disorders,None,1,1,4,1,0,1
1079,skumar9/Llama-medx_v3.2,base,24.5,0,case_studies,lower extremity arterial disease,None,0,0,5,3,0,0
1080,skumar9/Llama-medx_v3.2,base,27.1,0,case_studies,lower extremity arterial disease,None,1,1,4,3,0,0
1081,skumar9/Llama-medx_v3.2,base,46.8,1,case_studies,venuous disease,None,0,0,5,1,0,1
1082,skumar9/Llama-medx_v3.2,base,52.5,0,case_studies,venuous disease,None,1,0,5,2,0,0
1083,skumar9/Llama-medx_v3.2,base,49.1,0,case_studies,venuous disease,None,1,0,4,4,0,0
1084,skumar9/Llama-medx_v3.2,base,52.4,1,case_studies,venuous disease,None,1,0,5,1,0,1
1085,skumar9/Llama-medx_v3.2,base,8a,1,apdvs,venuous disease, lq,1,0,4,1,1,1
1086,skumar9/Llama-medx_v3.2,base,18,0,racs,other,None,0,0,4,2,0,0
1087,skumar9/Llama-medx_v3.2,base,42.4,0,case_studies,aortic disorders,None,0,1,5,1,0,1
1088,skumar9/Llama-medx_v3.2,base,38.7,1,case_studies,other,None,0,0,11,1,0,1
1089,skumar9/Llama-medx_v3.2,base,29.3,0,case_studies,other,None,0,0,5,2,0,0
1090,skumar9/Llama-medx_v3.2,base,52.6,0,case_studies,venuous disease,None,1,0,4,2,0,0
1091,skumar9/Llama-medx_v3.2,base,54.2,0,case_studies,venuous disease,None,1,1,4,2,0,0
1092,skumar9/Llama-medx_v3.2,base,18.3,1,case_studies,lower extremity arterial disease,None,1,0,4,1,0,1
1093,skumar9/Llama-medx_v3.2,base,42,0,racs,other,None,0,0,4,3,0,0
1094,skumar9/Llama-medx_v3.2,base,28,0,racs,other,None,0,0,4,3,0,0
1095,skumar9/Llama-medx_v3.2,base,50.3,1,case_studies,venuous disease,None,1,0,5,1,0,1
1096,skumar9/Llama-medx_v3.2,base,84,1,prep,other,None,1,0,4,1,0,1
